source,relative_path,doc_type,parser,parse_status,quality_status,ingest_status,pages_total,pages_parsed,ocr_pages,table_pages,empty_pages,chars_total,avg_chars_per_page,valid_char_ratio,garble_score,table_count,table_fact_count,table_review_count,artifact_dir,notes
Cazalé-Debat 等 - 2019 - Flying Drosophila show sex-specific attraction to fly-labelled food.pdf,papers/Cazalé-Debat 等 - 2019 - Flying Drosophila show sex-specific attraction to fly-labelled food.pdf,文献,pdfplumber,ok,pass,ingested,13,13,0,0,0,51737,3979.77,0.9939,0.0063,0,0,0,parsed_docs/Cazale_-Debat_等_-_2019_-_Flying_Drosophila_show_sex-specific_attraction_to_fly-l__00de3b5f,
"Cândido 等 - 2023 - EXTRATOS PIROLENHOSOS DE CASCA DE COCO, ACÁCIA NEGRA E EUCALIPTO CARACTERIZAÇÃO FÍSICO-QUÍMICA E AV.pdf","papers/Cândido 等 - 2023 - EXTRATOS PIROLENHOSOS DE CASCA DE COCO, ACÁCIA NEGRA E EUCALIPTO CARACTERIZAÇÃO FÍSICO-QUÍMICA E AV.pdf",文献,pdfplumber,ok,pass,ingested,11,11,0,0,0,53452,4859.27,0.9644,0.0358,0,0,0,parsed_docs/Ca_ndido_等_-_2023_-_EXTRATOS_PIROLENHOSOS_DE_CASCA_DE_COCO_ACA_CIA_NEGRA_E_EUCAL__6e5d6579,
Cejudo-Bastante 等 - 2016 - Chemical and sensory characteristics of orange based vinegar.pdf,papers/Cejudo-Bastante 等 - 2016 - Chemical and sensory characteristics of orange based vinegar.pdf,文献,pdfplumber,ok,pass,ingested,34,246,0,9,0,86754,352.66,0.9547,0.046,9,203,0,parsed_docs/Cejudo-Bastante_等_-_2016_-_Chemical_and_sensory_characteristics_of_orange_based___9371a699,
Cejudo‐Bastante 等 - 2018 - Comparative study of submerged and surface culture acetification process for orange vinegar.pdf,papers/Cejudo‐Bastante 等 - 2018 - Comparative study of submerged and surface culture acetification process for orange vinegar.pdf,文献,pdfplumber,ok,pass,ingested,27,374,0,13,0,86945,232.47,0.9431,0.057,13,334,1,parsed_docs/Cejudo_Bastante_等_-_2018_-_Comparative_study_of_submerged_and_surface_culture_ac__f28f5231,
Cera等 - 2024 - Role of tailored sourdough fermentation in the flavor of wholegrain-oat bread.pdf,papers/Cera等 - 2024 - Role of tailored sourdough fermentation in the flavor of wholegrain-oat bread.pdf,文献,pdfplumber,ok,pass,ingested,15,222,0,6,0,148888,670.67,0.9623,0.038,6,201,0,parsed_docs/Cera等_-_2024_-_Role_of_tailored_sourdough_fermentation_in_the_flavor_of_wholegra__63a7f1ae,
Cetó等 - 2020 - Voltammetric electronic tongue for vinegar fingerprinting.pdf,papers/Cetó等 - 2020 - Voltammetric electronic tongue for vinegar fingerprinting.pdf,文献,pdfplumber,ok,pass,ingested,8,8,0,0,0,30640,3830.0,0.9934,0.0067,0,0,0,parsed_docs/Ceto_等_-_2020_-_Voltammetric_electronic_tongue_for_vinegar_fingerprinting__5d78702c,
"Chagas Junior 等 - 2010 - Eficiência agronômica de estirpes de rizóbio inoculadas em feijão-caupi no Cerrado, Gurupi-TO.pdf","papers/Chagas Junior 等 - 2010 - Eficiência agronômica de estirpes de rizóbio inoculadas em feijão-caupi no Cerrado, Gurupi-TO.pdf",文献,pdfplumber,ok,pass,ingested,6,6,0,0,0,19874,3312.33,0.972,0.028,0,0,0,parsed_docs/Chagas_Junior_等_-_2010_-_Eficie_ncia_agrono_mica_de_estirpes_de_rizo_bio_inocula__b3bb0785,
Chang和Chen - 2016 - Physical properties of bacterial cellulose composites for wound dressings.pdf,papers/Chang和Chen - 2016 - Physical properties of bacterial cellulose composites for wound dressings.pdf,文献,pdfplumber,ok,pass,ingested,9,11,0,2,0,35242,3203.82,0.9913,0.0087,2,0,0,parsed_docs/Chang和Chen_-_2016_-_Physical_properties_of_bacterial_cellulose_composites_for_wo__1fd810b3,
Chanivet 等 - 2024 - Thermotolerant acetic acid bacteria in the production of a red wine vinegar by surface culture at di.pdf,papers/Chanivet 等 - 2024 - Thermotolerant acetic acid bacteria in the production of a red wine vinegar by surface culture at di.pdf,文献,pdfplumber,ok,pass,ingested,14,83,0,8,0,81069,976.73,0.9674,0.0326,9,60,2,parsed_docs/Chanivet_等_-_2024_-_Thermotolerant_acetic_acid_bacteria_in_the_production_of_a_r__11bff970,
Chantarot 等 - 2022 - Influence of Saccharomyces cerevisiae strains on fermentation of Monascus vinegar from rice pasta by.pdf,papers/Chantarot 等 - 2022 - Influence of Saccharomyces cerevisiae strains on fermentation of Monascus vinegar from rice pasta by.pdf,文献,pdfplumber,ok,pass,ingested,11,210,0,6,0,82001,390.48,0.9627,0.0373,6,193,0,parsed_docs/Chantarot_等_-_2022_-_Influence_of_Saccharomyces_cerevisiae_strains_on_fermentati__f316abe6,
Chaves 等 - 2021 - Regulation of Cell Death Induced by Acetic Acid in Yeasts.pdf,papers/Chaves 等 - 2021 - Regulation of Cell Death Induced by Acetic Acid in Yeasts.pdf,文献,pdfplumber,ok,pass,ingested,20,20,0,0,0,113384,5669.2,0.9968,0.0033,0,0,0,parsed_docs/Chaves_等_-_2021_-_Regulation_of_Cell_Death_Induced_by_Acetic_Acid_in_Yeasts__d87c4c85,
Chen 等 - 2015 - Production and Characteristics of High Quality Vinegar from Sugarcane Juice.pdf,papers/Chen 等 - 2015 - Production and Characteristics of High Quality Vinegar from Sugarcane Juice.pdf,文献,pdfplumber,ok,pass,ingested,5,24,0,1,0,22404,933.5,0.9915,0.0085,1,18,0,parsed_docs/Chen_等_-_2015_-_Production_and_Characteristics_of_High_Quality_Vinegar_from_Suga__a0077835,
Chen 等 - 2023 - Vinegar A potential source of healthy and functional food with special reference to sugarcane vineg.pdf,papers/Chen 等 - 2023 - Vinegar A potential source of healthy and functional food with special reference to sugarcane vineg.pdf,文献,pdfplumber,ok,pass,ingested,10,57,0,1,0,61111,1072.12,0.9717,0.0283,2,45,0,parsed_docs/Chen_等_-_2023_-_Vinegar_A_potential_source_of_healthy_and_functional_food_with_s__caa76ede,
Chen 等 - 2025 - Optimization of Aspergillus Niger fermentation for enzyme production and enzymatic hydrolysis of whe.pdf,papers/Chen 等 - 2025 - Optimization of Aspergillus Niger fermentation for enzyme production and enzymatic hydrolysis of whe.pdf,文献,pdfplumber,ok,pass,ingested,13,223,0,4,0,83451,374.22,0.9397,0.0608,18,192,7,parsed_docs/Chen_等_-_2025_-_Optimization_of_Aspergillus_Niger_fermentation_for_enzyme_produc__5023c9e0,
Chen和Xi - 2024 - Bio-screening and quantification of methyl paraben in vinegar and coconut juice separated by HPTLC.pdf,papers/Chen和Xi - 2024 - Bio-screening and quantification of methyl paraben in vinegar and coconut juice separated by HPTLC.pdf,文献,pdfplumber,ok,pass,ingested,6,127,0,3,0,58902,463.8,0.9606,0.0395,4,117,1,parsed_docs/Chen和Xi_-_2024_-_Bio-screening_and_quantification_of_methyl_paraben_in_vinegar_a__dd3b2919,
Chen等 - 2017 - Classification of Chinese Vinegars Using Optimized Artificial Neural Networks by Genetic Algorithm and Other Discriminant Techniques.pdf,papers/Chen等 - 2017 - Classification of Chinese Vinegars Using Optimized Artificial Neural Networks by Genetic Algorithm and Other Discriminant Techniques.pdf,文献,pdfplumber,ok,pass,ingested,11,12,0,1,0,38002,3166.83,0.9813,0.0187,1,0,1,parsed_docs/Chen等_-_2017_-_Classification_of_Chinese_Vinegars_Using_Optimized_Artificial_Neu__a6c18693,
Chin 等 - 2017 - Effects of Fermentation Time and pH on Soursop (Annona muricata) Vinegar Production towards Its Chem.pdf,papers/Chin 等 - 2017 - Effects of Fermentation Time and pH on Soursop (Annona muricata) Vinegar Production towards Its Chem.pdf,文献,pdfplumber,ok,pass,ingested,8,145,0,4,0,62082,428.15,0.9584,0.0416,4,133,0,parsed_docs/Chin_等_-_2017_-_Effects_of_Fermentation_Time_and_pH_on_Soursop_Annona_muricata_V__81886a50,
Ching 等 - 2018 - Chemical Changes and Optimisation of Acetous Fermentation Time and Mother of Vinegar Concentration i.pdf,papers/Ching 等 - 2018 - Chemical Changes and Optimisation of Acetous Fermentation Time and Mother of Vinegar Concentration i.pdf,文献,pdfplumber,ok,pass,ingested,10,89,0,4,0,59534,668.92,0.9684,0.0333,4,75,0,parsed_docs/Ching_等_-_2018_-_Chemical_Changes_and_Optimisation_of_Acetous_Fermentation_Time___72f54533,
Chochevska 等 - 2021 - Electrochemical Determination of Antioxidant Capacity of Traditional Homemade Fruit Vinegars Produce.pdf,papers/Chochevska 等 - 2021 - Electrochemical Determination of Antioxidant Capacity of Traditional Homemade Fruit Vinegars Produce.pdf,文献,pdfplumber,ok,pass,ingested,18,32,0,2,0,59374,1855.44,0.9883,0.012,2,12,0,parsed_docs/Chochevska_等_-_2021_-_Electrochemical_Determination_of_Antioxidant_Capacity_of_T__663ab832,
Choi等 - 2021 - Off-Flavor Removal from Sheep Placenta via Fermentation with Novel Yeast Strain Brettanomyces deamine kh3 Isolated from Traditional Apple Vinegar.pdf,papers/Choi等 - 2021 - Off-Flavor Removal from Sheep Placenta via Fermentation with Novel Yeast Strain Brettanomyces deamine kh3 Isolated from Traditional Apple Vinegar.pdf,文献,pdfplumber,ok,pass,ingested,12,61,0,2,0,64651,1059.85,0.9846,0.0161,3,46,0,parsed_docs/Choi等_-_2021_-_Off-Flavor_Removal_from_Sheep_Placenta_via_Fermentation_with_Nove__c49724da,
Cho等 - 2025 - Analytical approaches to flavor research and discovery from sensory-guided techniques to flavoromics methods.pdf,papers/Cho等 - 2025 - Analytical approaches to flavor research and discovery from sensory-guided techniques to flavoromics methods.pdf,文献,pdfplumber,ok,pass,ingested,11,12,0,1,0,41067,3422.25,0.9978,0.0022,1,0,0,parsed_docs/Cho等_-_2025_-_Analytical_approaches_to_flavor_research_and_discovery_from_sensor__d67e3e0d,
"Chung 等 - 2017 - Comparative study of phenolic compounds, vitamin E, and fatty acids compositional profiles in black.pdf","papers/Chung 等 - 2017 - Comparative study of phenolic compounds, vitamin E, and fatty acids compositional profiles in black.pdf",文献,pdfplumber,ok,pass,ingested,11,68,0,4,0,62358,917.03,0.9633,0.0368,4,53,0,parsed_docs/Chung_等_-_2017_-_Comparative_study_of_phenolic_compounds_vitamin_E_and_fatty_aci__7cdc8675,
Chung 等 - 2017 - Rice vinegars of different origins discriminative characteristics based on solid-phase microextract.pdf,papers/Chung 等 - 2017 - Rice vinegars of different origins discriminative characteristics based on solid-phase microextract.pdf,文献,pdfplumber,ok,pass,ingested,8,11,0,3,0,38550,3504.55,0.9762,0.0238,3,0,2,parsed_docs/Chung_等_-_2017_-_Rice_vinegars_of_different_origins_discriminative_characteristi__9ad5b0c6,
"Chung等 - 2017 - Rice vinegars of different origins  discriminative characteristics based on solid-phasemicroextractionandgaschromatographywithmassspectrometry,anelectronicnose,electronictongueandsensory evaluation.pdf","papers/Chung等 - 2017 - Rice vinegars of different origins  discriminative characteristics based on solid-phasemicroextractionandgaschromatographywithmassspectrometry,anelectronicnose,electronictongueandsensory evaluation.pdf",文献,pdfplumber,ok,pass,ingested,8,11,0,3,0,38550,3504.55,0.9762,0.0238,3,0,2,parsed_docs/Chung等_-_2017_-_Rice_vinegars_of_different_origins_discriminative_characteristic__cc269f4e,
"College of Agriculture and Forestry Science and Technology, Hebei North University, Zhangjiakou 075000, China. 等 - 2023 - Optimization of Fermentation Process for Apricot Vinegar.pdf","papers/College of Agriculture and Forestry Science and Technology, Hebei North University, Zhangjiakou 075000, China. 等 - 2023 - Optimization of Fermentation Process for Apricot Vinegar.pdf",文献,pdfplumber,ok,pass,ingested,7,7,0,0,0,19151,2735.86,0.9949,0.0051,0,0,0,parsed_docs/College_of_Agriculture_and_Forestry_Science_and_Technology_Hebei_North_Universit__e0264c73,
Cosmulescu等 - 2022 - Comparison of Chemical Properties between Traditional and Commercial Vinegar.pdf,papers/Cosmulescu等 - 2022 - Comparison of Chemical Properties between Traditional and Commercial Vinegar.pdf,文献,pdfplumber,ok,pass,ingested,9,15,0,2,0,39797,2653.13,0.9757,0.0244,2,4,0,parsed_docs/Cosmulescu等_-_2022_-_Comparison_of_Chemical_Properties_between_Traditional_and_C__e9f5ee8a,
Cui 等 - 2015 - Degradation of Lignocellulosic Components in Un-pretreated Vinegar Residue Using an Artificially Con.pdf,papers/Cui 等 - 2015 - Degradation of Lignocellulosic Components in Un-pretreated Vinegar Residue Using an Artificially Con.pdf,文献,pdfplumber,ok,pass,ingested,17,147,0,6,0,72555,493.57,0.9399,0.0601,15,115,6,parsed_docs/Cui_等_-_2015_-_Degradation_of_Lignocellulosic_Components_in_Un-pretreated_Vinega__6bd76f46,
"Cunha 等 - 2016 - Blackberry Vinegar Produced By Successive Acetification Cycles Production, Characterization And Bio.pdf","papers/Cunha 等 - 2016 - Blackberry Vinegar Produced By Successive Acetification Cycles Production, Characterization And Bio.pdf",文献,pdfplumber,ok,pass,ingested,12,175,0,6,0,77517,442.95,0.9648,0.0356,6,157,1,parsed_docs/Cunha_等_-_2016_-_Blackberry_Vinegar_Produced_By_Successive_Acetification_Cycles___2d8d14e3,
Dahlan等 - 2022 - Effects of Soaking Tempe in Vinegar on Metabolome and Sensory Profiles.pdf,papers/Dahlan等 - 2022 - Effects of Soaking Tempe in Vinegar on Metabolome and Sensory Profiles.pdf,文献,pdfplumber,ok,pass,ingested,13,23,0,2,0,43911,1909.17,0.9876,0.0125,2,8,1,parsed_docs/Dahlan等_-_2022_-_Effects_of_Soaking_Tempe_in_Vinegar_on_Metabolome_and_Sensory_P__2a07098d,
Dai 等 - 2023 - Synergistic effect of Euphorbia kansui stir-fried with vinegar and bile acids on malignant ascites e.pdf,papers/Dai 等 - 2023 - Synergistic effect of Euphorbia kansui stir-fried with vinegar and bile acids on malignant ascites e.pdf,文献,pdfplumber,ok,pass,ingested,16,78,0,3,0,61202,784.64,0.9719,0.0294,6,56,0,parsed_docs/Dai_等_-_2023_-_Synergistic_effect_of_Euphorbia_kansui_stir-fried_with_vinegar_an__f14748f6,
Darwesh和Elshahawy - 2023 - Management of sunflower charcoal-rot and maize late-wilt diseases using the aqueous extract of vermi.pdf,papers/Darwesh和Elshahawy - 2023 - Management of sunflower charcoal-rot and maize late-wilt diseases using the aqueous extract of vermi.pdf,文献,pdfplumber,ok,pass,ingested,19,187,0,7,0,116304,621.95,0.9694,0.0309,12,156,3,parsed_docs/Darwesh和Elshahawy_-_2023_-_Management_of_sunflower_charcoal-rot_and_maize_late-w__a8e85b05,
De Avila 等 - 2026 - In silico interactome analysis reveals distinct and complementary metabolic roles of bacteria in sti.pdf,papers/De Avila 等 - 2026 - In silico interactome analysis reveals distinct and complementary metabolic roles of bacteria in sti.pdf,文献,pdfplumber,ok,pass,ingested,14,96,0,3,0,100315,1044.95,0.9767,0.0234,3,79,0,parsed_docs/De_Avila_等_-_2026_-_In_silico_interactome_analysis_reveals_distinct_and_compleme__615d73a0,
De Azevedo Gonçalves 等 - 2025 - Efficacy of a Natural Antimicrobial System as a Protective Hurdle Against Listeria monocytogenes and.pdf,papers/De Azevedo Gonçalves 等 - 2025 - Efficacy of a Natural Antimicrobial System as a Protective Hurdle Against Listeria monocytogenes and.pdf,文献,pdfplumber,ok,pass,ingested,10,27,0,3,0,64663,2394.93,0.9859,0.0141,3,14,1,parsed_docs/De_Azevedo_Gonc_alves_等_-_2025_-_Efficacy_of_a_Natural_Antimicrobial_System_as_a__849c0ff2,
De Castro 等 - 2015 - Use of alcohol vinegar in the inhibition of Candida spp. and its effect on the physical properties o.pdf,papers/De Castro 等 - 2015 - Use of alcohol vinegar in the inhibition of Candida spp. and its effect on the physical properties o.pdf,文献,pdfplumber,ok,pass,ingested,7,37,0,1,0,33700,910.81,0.9812,0.0189,1,29,0,parsed_docs/De_Castro_等_-_2015_-_Use_of_alcohol_vinegar_in_the_inhibition_of_Candida_spp._an__5157a5ce,
De Leonardis 等 - 2018 - Effective assay for olive vinegar production from olive oil mill wastewaters.pdf,papers/De Leonardis 等 - 2018 - Effective assay for olive vinegar production from olive oil mill wastewaters.pdf,文献,pdfplumber,ok,pass,ingested,15,68,0,4,0,33794,496.97,0.9608,0.0393,4,49,1,parsed_docs/De_Leonardis_等_-_2018_-_Effective_assay_for_olive_vinegar_production_from_olive___9adda063,
"Department of Food Science and Technology, State University of Londrina, CEP 86057-970, Londrina, PR, Brazil 等 - 2018 - Acetic Acid Bacteria in the Food Industry Systematics, Characteristics and Applications.pdf","papers/Department of Food Science and Technology, State University of Londrina, CEP 86057-970, Londrina, PR, Brazil 等 - 2018 - Acetic Acid Bacteria in the Food Industry Systematics, Characteristics and Applications.pdf",文献,pdfplumber,ok,pass,ingested,13,79,0,2,0,75269,952.77,0.9811,0.0196,3,63,0,parsed_docs/Department_of_Food_Science_and_Technology_State_University_of_Londrina_CEP_86057__516fc726,
"Department of Food Science, Federal University of Lavras (UFLA), Campus Universitário, 37.200-000, Lavras, MG, Brazil 等 - 2016 - Vinegar Production from Jabuticaba Fruits (Myrciaria jaboticaba) Using Immobiliz.pdf","papers/Department of Food Science, Federal University of Lavras (UFLA), Campus Universitário, 37.200-000, Lavras, MG, Brazil 等 - 2016 - Vinegar Production from Jabuticaba Fruits (Myrciaria jaboticaba) Using Immobiliz.pdf",文献,pdfplumber,ok,pass,ingested,9,156,0,4,0,77903,499.38,0.9615,0.0385,4,143,0,parsed_docs/Department_of_Food_Science_Federal_University_of_Lavras_UFLA_Campus_Universita_r__28181a73,
Dong 等 - 2016 - Chinese vinegar classification via volatiles using long-optical-path infrared spectroscopy and chemo.pdf,papers/Dong 等 - 2016 - Chinese vinegar classification via volatiles using long-optical-path infrared spectroscopy and chemo.pdf,文献,pdfplumber,ok,pass,ingested,6,8,0,2,0,28200,3525.0,0.985,0.015,2,0,0,parsed_docs/Dong_等_-_2016_-_Chinese_vinegar_classification_via_volatiles_using_long-optical-__efb5a319,
Dong 等 - 2023 - Exploring the correlation of metabolites changes and microbial succession in solid-state fermentatio.pdf,papers/Dong 等 - 2023 - Exploring the correlation of metabolites changes and microbial succession in solid-state fermentatio.pdf,文献,pdfplumber,ok,pass,ingested,17,61,0,3,0,73541,1205.59,0.983,0.017,3,41,0,parsed_docs/Dong_等_-_2023_-_Exploring_the_correlation_of_metabolites_changes_and_microbial_s__bd30f80d,
Du 等 - 2016 - Proteomic Analysis Reveals the Positive Roles of the Plant-Growth-Promoting Rhizobacterium NSY50 in.pdf,papers/Du 等 - 2016 - Proteomic Analysis Reveals the Positive Roles of the Plant-Growth-Promoting Rhizobacterium NSY50 in.pdf,文献,pdfplumber,ok,pass,ingested,19,62,0,4,0,99511,1605.02,0.9917,0.0088,4,39,1,parsed_docs/Du_等_-_2016_-_Proteomic_Analysis_Reveals_the_Positive_Roles_of_the_Plant-Growth-__f2da7fcb,
Dupas De Matos 等 - 2018 - Use of verjuice as an acidic salad seasoning ingredient evaluation by consumers’ liking and Check-A.pdf,papers/Dupas De Matos 等 - 2018 - Use of verjuice as an acidic salad seasoning ingredient evaluation by consumers’ liking and Check-A.pdf,文献,pdfplumber,ok,pass,ingested,9,170,0,4,0,74840,440.24,0.9531,0.0469,4,157,1,parsed_docs/Dupas_De_Matos_等_-_2018_-_Use_of_verjuice_as_an_acidic_salad_seasoning_ingredien__dd26557c,
Durán-Guerrero 等 - 2021 - Aroma of Sherry Products A Review.pdf,papers/Durán-Guerrero 等 - 2021 - Aroma of Sherry Products A Review.pdf,文献,pdfplumber,ok,pass,ingested,33,511,0,13,0,224001,438.36,0.9523,0.0477,13,465,0,parsed_docs/Dura_n-Guerrero_等_-_2021_-_Aroma_of_Sherry_Products_A_Review__1d62ab25,
